Pot,Manip,Area,Scenario,Sowing,Harvesting
1110,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1111,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1112,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1113,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1114,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1115,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1116,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1117,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1118,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1119,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1120,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1121,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1122,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1123,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1124,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1125,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1126,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1127,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1128,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1129,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1130,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1131,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1132,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1133,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1134,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1135,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1136,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1137,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1138,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1139,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1140,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1141,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1142,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1143,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1144,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1145,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1146,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1147,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1148,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1149,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1150,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1151,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1152,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1153,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1154,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1155,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1156,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1157,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1158,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1159,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1160,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1161,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1162,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1163,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1164,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1165,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1166,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1167,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1168,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1169,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1170,ZA13,02_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1171,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1172,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1173,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1174,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1175,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1176,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1177,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1178,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1179,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1180,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1181,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1182,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1183,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1184,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1185,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1186,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1187,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1188,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1189,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1190,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1191,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1192,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1193,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1194,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1195,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1196,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1197,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1198,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1199,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1200,ZA13,05_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1201,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1202,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1203,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1204,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1205,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1206,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1207,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1208,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1209,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1210,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1211,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1212,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1213,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1214,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1215,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1216,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1217,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1218,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1219,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1220,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1221,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1222,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1223,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1224,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1225,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1226,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1227,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1228,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1229,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1230,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1231,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1232,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1233,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1234,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1235,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1236,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1237,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1238,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1239,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1240,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1241,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1242,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1243,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1244,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1245,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1246,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1247,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1248,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1249,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1250,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1251,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1252,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1253,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1254,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1255,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1256,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1257,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1258,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1259,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1260,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1261,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1262,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1263,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1264,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1265,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1266,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1267,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1268,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1269,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1270,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1271,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1272,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1273,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1274,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1275,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1276,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1277,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1278,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1279,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1280,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1281,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1282,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1283,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1284,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1285,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1286,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1287,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1288,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1289,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1290,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1291,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1292,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1293,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1294,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1295,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1296,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1297,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1298,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1299,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1300,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-12T12:00:00+01:00
1301,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1302,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1303,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1304,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1305,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1306,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1307,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1308,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1309,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1310,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1311,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1312,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1313,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1314,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1315,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1316,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1317,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1318,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1319,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1320,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1321,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1322,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1323,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1324,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1325,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1326,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1327,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1328,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1329,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1330,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1331,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1332,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1333,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1334,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1335,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1336,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1337,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1338,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1339,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1340,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1341,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1342,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1343,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1344,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1345,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1346,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1347,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1348,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1349,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1350,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1351,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1352,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1353,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1354,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1355,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1356,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1357,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1358,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1359,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1360,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1361,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1362,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1363,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1364,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1365,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1366,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1367,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1368,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1369,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1370,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1371,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1372,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1373,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1374,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1375,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1376,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1377,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1378,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1379,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1380,ZA13,06_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1381,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1382,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1383,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1384,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1385,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1386,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1387,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1388,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1389,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1390,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1391,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1392,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1393,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
1394,ZA13,03_p,WD,2013-01-25T12:00:00+01:00,2013-03-13T12:00:00+01:00
